session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
c5oil4y6,41,klq22uyz,4,ratings,C_Realism,1776867320,1,0,0
c5oil4y6,41,klq22uyz,5,ratings,D_ClosingQuestions,1776867327,1,0,0
c5oil4y6,23,g1z6tz6x,3,ratings,B_Rating,1776867644,1,0,0
c5oil4y6,23,g1z6tz6x,4,ratings,C_Realism,1776867677,1,0,0
c5oil4y6,23,g1z6tz6x,5,ratings,D_ClosingQuestions,1776867692,1,0,0
c5oil4y6,39,l5iczjze,3,ratings,B_Rating,1776867750,1,0,0
c5oil4y6,39,l5iczjze,4,ratings,C_Realism,1776867818,1,0,0
c5oil4y6,39,l5iczjze,5,ratings,D_ClosingQuestions,1776867860,1,0,0
c5oil4y6,40,xa2oznz0,3,ratings,B_Rating,1776868013,1,0,0
c5oil4y6,40,xa2oznz0,4,ratings,C_Realism,1776868087,1,0,0
c5oil4y6,40,xa2oznz0,5,ratings,D_ClosingQuestions,1776868124,1,0,0
